,label,text,clean_text
12326,Real,"Last year -- actually, this year in May -- we saw New Jersey Transit fares rise anywhere from 25 percent to 47 percent.",last year  actually year may  saw new jersey transit fares rise anywhere  percent  percent
12327,Real,Says excessive speculation is pushing up oil prices and a recent report estimates it adds 56 cents to every gallon of gasoline siphoned from the pump.,says excessive speculation pushing oil prices recent report estimates adds  cents every gallon gasoline siphoned pump
12328,Real,Weve got four Supreme Court justices who signed their name to a declaration that Americans have no fundamental right to self-defense.,weve got four supreme court justices signed name declaration americans fundamental right selfdefense
12329,Fake,Says Wisconsin Gov. Scott Walker has threatened to call out the National Guard if workers protest against changes to bargaining laws.,says wisconsin gov scott walker threatened call national guard workers protest changes bargaining laws
12330,Fake,"Under our (2011-13) budget, the average (Wisconsin) property taxpayer will save $700.",budget average wisconsin property taxpayer save
12331,Real,Al-Qaida has grown fourfold in five years.,alqaida grown fourfold five years
12332,Fake,The salaries of Wisconsins best-educated public school teachers were slashed by Gov. Scott Walker through a recent administrative rule change.,salaries wisconsins besteducated public school teachers slashed gov scott walker recent administrative rule change
12333,Fake,The stimulus has $30 million in there to protect mice in San Francisco.,stimulus  million protect mice san francisco
12334,Fake,CNNs Crap Polling is so bad that it shows that no one under the age of 50 has an opinion of Hillary Clinton.,cnns crap polling bad shows one age  opinion hillary clinton
12335,Fake,Our numbers are going up at the airport.,numbers going airport
12336,Real,"When you compare our state pension system to other systems throughout the country, our benefits are not gold-plated. They are not rich. They are actually average or below average.",compare state pension system systems throughout country benefits goldplated rich actually average average
12337,Real,Texas would have to increase current state spending by 28 percent just to reach the national average for spending per resident.,texas would increase current state spending  percent reach national average spending per resident
12338,Fake,"Speaker Pelosi ... has been busy sticking the taxpayer with her $100,000 bar tab for alcohol on the military jets that shes flying.",speaker pelosi  busy sticking taxpayer  bar tab alcohol military jets shes flying
12339,Real,Says Studies show the average age of entry into prostitution is 12 to 14 years old.,says studies show average age entry prostitution   years old
12340,Fake,"The Obama Health and Human Services Department is planning to compile a federal health record on all U.S. citizens by 2014, including each individuals Body Mass Index.",obama health human services department planning compile federal health record us citizens  including individuals body mass index
12341,Real,Says that the state spends more money on tax giveaways than it receives in tax collection.,says state spends money tax giveaways receives tax collection
12342,Real,"Thirty-four of the last 44 (debt ceiling increases) have been for less than a year. So, this notion that short-term is somehow the exception, its actually the rule.",thirtyfour last  debt ceiling increases less year notion shortterm somehow exception actually rule
12343,Fake,Martin Luther King Jr. was a Republican!,martin luther king jr republican
12344,Fake,We have one charter school that for seven years has been rated unacceptable.,one charter school seven years rated unacceptable
12345,Fake,"Says he first unveiled his new legislative agenda in Wisconsin, not in California as critics complain",says first unveiled new legislative agenda wisconsin california critics complain
12346,Fake,There are over 100 pipelines between the United States and Canada right now.,pipelines united states canada right
12347,Real,"The Senate-passed health care bill ""is identical to the Massachusetts health care plan -- the same thing.""",senatepassed health care bill identical massachusetts health care plan  thing
12348,Fake,The Government Accountability Office estimated (Obamacare) will add to the long-term deficit by $6.2 trillion.,government accountability office estimated obamacare add longterm deficit  trillion
12349,Real,Nearly 60 percent of women who use birth control do so for more than just family planning.,nearly  percent women use birth control family planning
12350,Real,"In 1950, the average American lived for 68 years and 16 workers supported one retiree. Today, the average life expectancy is 78 and three workers support one retiree.",average american lived  years  workers supported one retiree today average life expectancy  three workers support one retiree
12351,Fake,"Under Gov. Scott Walker, unemployment is increasing in Wisconsin at twice the rate it is nationally.",gov scott walker unemployment increasing wisconsin twice rate nationally
12352,Fake,"In Mexico, they dont have birth certificates... they dont have registration cards for voters. They have one national ID.",mexico dont birth certificates dont registration cards voters one national id
12353,Real,"Deficit spending exploded during the Obama administration to $5.3 trillion over four years, compared to $2 trillion in eight years under President George W. Bush.",deficit spending exploded obama administration  trillion four years compared  trillion eight years president george bush
12354,Real,"As governor, Ted Strickland left only 89 cents in Ohios rainy day fund.",governor ted strickland left  cents ohios rainy day fund
12355,Fake,"Under President George W. Bush, ""the national debt went from $5 trillion to $12 trillion.""",president george bush national debt went  trillion  trillion
12356,Fake,"The U.S. ""only ranks 25th worldwide on defense spending as a percentage of GDP.""",us ranks th worldwide defense spending percentage gdp
12357,Fake,"Under Gov. Scott Walker, employer confidence now stands at 95 percent, compared to only 10 percent at the end of the Gov. Jim Doyle-Mary Burke administration.",gov scott walker employer confidence stands  percent compared  percent end gov jim doylemary burke administration
12358,Fake,We have the lowest beer tax in the nation.,lowest beer tax nation
12359,Fake,John Boehner said the jobs of teachers and nurses and police officers and firefighters are government jobs that werent worth saving.,john boehner said jobs teachers nurses police officers firefighters government jobs werent worth saving
12360,Real,[E]xcise tax increases drive commerce across state lines.,excise tax increases drive commerce across state lines
12361,Fake,Obama's Ten Point Plan to 'Change' the Second AmendmentBan use of firearms for home defense.,obamas ten point plan change second amendmentban use firearms home defense
12362,Fake,"If we manufactured 5-million of these 2.5-meg windmills across the country, we could electrify the entire nation the entire nation.",manufactured million meg windmills across country could electrify entire nation entire nation
12363,Real,Says Tennessee has some of the lowest beer excise tax rates in the country.,says tennessee lowest beer excise tax rates country
12364,Real,Buying the naming rights to the new Falcons stadium is the largest marketing deal in Mercedes-Benz history.,buying naming rights new falcons stadium largest marketing deal mercedesbenz history
12365,Real,"For the first time in over a decade, business leaders around the world have declared that China is no longer the worlds No. 1 place to invest; America is.",first time decade business leaders around world declared china longer worlds  place invest america
12366,Real,"His proposed budget would ""cut our deficit in half by the end of my first term.""",proposed budget would cut deficit half end first term
12367,Real,"As governor, [Mitt Romney] balanced the budget without raising taxes and created jobs.",governor mitt romney balanced budget without raising taxes created jobs
12368,Real,(Obamacare) is a bill which has never once had a majority of Americans favor it.,obamacare bill never majority americans favor
12369,Real,97 percent of the 100 poorest counties in America are in red states.,percent  poorest counties america red states
12370,Real,"Despite the passage of HB2, towns, cities and counties in North Carolina are still allowed to set stricter non-discrimination policies for their own employees if they choose.",despite passage hb towns cities counties north carolina still allowed set stricter nondiscrimination policies employees choose
12371,Real,"When we got the income tax in 1913, the top rate was 7 percent. By 1980, the top rate was 70 percent.",got income tax  top rate  percent  top rate  percent
12372,Fake,CNN did a poll recently where Obama and I are statistically tied.,cnn poll recently obama statistically tied
12373,Real,NASCAR fans are twice as likely as non fans to serve in the military and 37 percent of active servicemembers and veterans are NASCAR fans.,nascar fans twice likely non fans serve military  percent active servicemembers veterans nascar fans
12374,Real,Says President Dwight Eisenhower moved 1.5 million illegal immigrants out of this country.,says president dwight eisenhower moved  million illegal immigrants country
12375,Real,"By the time I finish this speech, two Americans will be slain, six women will be raped, 27 of us will be robbed, and 50 more will be beaten.",time finish speech two americans slain six women raped  us robbed  beaten
12376,Fake,Common Core is being used by the Obama Administration to turn the Department of Education into what is effectively a national school board.,common core used obama administration turn department education effectively national school board
12377,Real,"For immigrants with visa overstays, we make no effort to hold them accountable to that or uphold the law.",immigrants visa overstays make effort hold accountable uphold law
12378,Real,[Appalachian Power] wants another 10 percent rate increase. The compensation package for CEO Mike Morris rose 22 percent to $8.7 million in 2010.,appalachian power wants another  percent rate increase compensation package ceo mike morris rose  percent  million
12379,Real,"By the time(Mitt Romney)left office, Massachusetts was 47th in the nation in job creation.",timemitt romneyleft office massachusetts th nation job creation
12380,Real,"In states where the federal government helps run these (health care) marketplaces, the average American will have more than 50 different plans to choose from, with different levels of coverage.",states federal government helps run health care marketplaces average american  different plans choose different levels coverage
12381,Real,"Florida unemployment has dropped more than 2 percentage points, down from 12 percent to 9.9 percent, the second-largest drop in the nation.",florida unemployment dropped  percentage points  percent  percent secondlargest drop nation
12382,Fake,"The Consumer Financial Protection Bureau passed a rule giving the agency unprecedented power to shut down businesses, no matter what the reason, at any time it wishes.",consumer financial protection bureau passed rule giving agency unprecedented power shut businesses matter reason time wishes
12383,Fake,DNC chair Debbie Wasserman Schultz denied unemployment went up under Obama.,dnc chair debbie wasserman schultz denied unemployment went obama
12384,Real,"McCain, ""voted against renewable sources of energy, against biofuels, against solar power, against wind power.... """,mccain voted renewable sources energy biofuels solar power wind power
12385,Real,"Says Connie Mack IV has been a promoter for Hooters with a history of bar room brawling, altercations and road rage.",says connie mack iv promoter hooters history bar room brawling altercations road rage
12386,Real,"I'm the first person who really took up the issue of the war. Four years ago I said that there was no proof that Iraq had weapons of mass destruction, and, actually... did an analysis which disproved the cause for the war.",im first person really took issue war four years ago said proof iraq weapons mass destruction actually analysis disproved cause war
12387,Fake,Our recent state budgets have far exceeded population and inflation growth.,recent state budgets far exceeded population inflation growth
12388,Real,The vast majority of our international commitments take effect without congressional approval.,vast majority international commitments take effect without congressional approval
12389,Real,"Says the federal stimulus program was ineffective because the number of jobs has actually decreased by 18,300 through July 2011.",says federal stimulus program ineffective number jobs actually decreased  july
12390,Fake,The United States regulations are among the most difficult in the world.,united states regulations among difficult world
12391,Real,Says Sherrod Brown voted for the $1.17 trillion health care law that adds a new tax on Ohio manufacturers.,says sherrod brown voted  trillion health care law adds new tax ohio manufacturers
12392,Real,Sen. McConnell offered a fully paid two-month extension of unemployment insurance.,sen mcconnell offered fully paid twomonth extension unemployment insurance
12393,Real,The video doesn't show the broader picture of the firing that was going on at American troops.,video doesnt show broader picture firing going american troops
12394,Fake,"Under Obamacare, 75 percent of small businesses now say they are going to be forced to either fire workers or cut their hours.",obamacare  percent small businesses say going forced either fire workers cut hours
12395,Fake,"When Peppers tax was finally voted down, Pepper laid off cops and closed jails and let criminals run free in the streets.",peppers tax finally voted pepper laid cops closed jails let criminals run free streets
12396,Real,''Both Democrats and Republicans are advocating for the use of student test scores to measure teacher effectiveness.'',democrats republicans advocating use student test scores measure teacher effectiveness
12397,Real,We borrow a million dollars every minute.,borrow million dollars every minute
12398,Fake,"There are over 700,000 Americans on some watch list or another that would all be captured in a Democratic amendment intended to stop suspected terrorists from buying guns.",americans watch list another would captured democratic amendment intended stop suspected terrorists buying guns
12399,Real,The (Ohio) economy is on the mend. It is in better shape than it was when we took office.,ohio economy mend better shape took office
12400,Real,The Republican presidential nominee hasnt won women since 1988.,republican presidential nominee hasnt women since
12401,Real,Says Michelle Nunn has acknowledged allowing a convicted felon to hold a fundraiser for her.,says michelle nunn acknowledged allowing convicted felon hold fundraiser
12402,Real,"A national poll found that among people who oppose the Democratic health care reform bill, ""almost 40 percent"" opposed it not because it goes too far, but because ""they dont think it goes far enough. ... They will not be unhappy when we pass health care reform.""",national poll found among people oppose democratic health care reform bill almost  percent opposed goes far dont think goes far enough  unhappy pass health care reform
12403,Fake,Stimulus dollars paid for windmills from China.,stimulus dollars paid windmills china
12404,Real,The Libyan people have voted twice in free and fair elections for the kind of leadership they want.,libyan people voted twice free fair elections kind leadership want
12405,Real,"In the Georgia-Russia conflict, we flew a brigade of Georgian soldiers from Iran to Georgia and sent U.S. ships into the Black Sea and provided various kinds of supplies.",georgiarussia conflict flew brigade georgian soldiers iran georgia sent us ships black sea provided various kinds supplies
12406,Real,"He's leading by example, refusing contributions from PACs and Washington lobbyists.",hes leading example refusing contributions pacs washington lobbyists
12407,Real,Says John Bolton supported the Iraq War and said last year thatI still think the decision to overthrow Saddam was correct.,says john bolton supported iraq war said last year thati still think decision overthrow saddam correct
12408,Fake,Signs letter saying Consumer Product Safety Commission is acting without consultation or input from the company to stop the sale of Buckyballs.,signs letter saying consumer product safety commission acting without consultation input company stop sale buckyballs
12409,Fake,On receiving campaign contributions from out-of-state donors,receiving campaign contributions outofstate donors
12410,Fake,The Democrats health care reform law is agovernment takeover of health care.,democrats health care reform law agovernment takeover health care
12411,Fake,Says he helped lead an outside audit thatll save (Milwaukee County) taxpayers over $200 million.,says helped lead outside audit thatll save milwaukee county taxpayers  million
12412,Fake,"Just like Donald Trump, David Jolly wants to outlaw a womans right to choose.",like donald trump david jolly wants outlaw womans right choose
12413,Fake,Speaker Gingrich has said that we ought to get rid of our child labor laws.,speaker gingrich said ought get rid child labor laws
12414,Fake,Women account for 92.3 percent of the jobs lost under Obama.,women account  percent jobs lost obama
12415,Real,"Says Hillary Clinton and the Democrats admitted theres one candidate who scares Hillary Clinton, and thats Sen. Marco Rubio.",says hillary clinton democrats admitted theres one candidate scares hillary clinton thats sen marco rubio
12416,Real,Texas had the worst voter participation in the country in the November 2014 elections.,texas worst voter participation country november  elections
12417,Real,Its typical for a presidential candidate to release 10 or 11 years of tax returns.,typical presidential candidate release   years tax returns
12418,Fake,Says Texas school systems lose 45 days a year on testing.,says texas school systems lose  days year testing
12419,Fake,Obama nominee Dawn Johnsen called motherhood 'involuntary servitude.',obama nominee dawn johnsen called motherhood involuntary servitude
12420,Real,New Jerseys once-broken pension system is now solvent.,new jerseys oncebroken pension system solvent
12421,Fake,Page 992 of the health care bill will establish school-based 'health' clinics. Your children will be indoctrinated and your grandchildren may be aborted!,page  health care bill establish schoolbased health clinics children indoctrinated grandchildren may aborted
12422,Real,"During three and a half years of campaigning, Lamar Smith has never once appeared at a moderated debate to defend his positions on the issues.",three half years campaigning lamar smith never appeared moderated debate defend positions issues
12423,Fake,"Says President Barack Obama got a pass over controversalremarks byRev. Jeremiah Wright, while a12-year-old speech by House Majority Whip Steve Scalise hasblown up into a national story.",says president barack obama got pass controversalremarks byrev jeremiah wright ayearold speech house majority whip steve scalise hasblown national story
12424,Real,"Only 536 Georgians are signed up for Obamacare while 400,000 in the state lost their health insurance.",georgians signed obamacare  state lost health insurance
12425,Fake,"Says the jurisdictions with the strictest gun control laws, almost without exception have the highest crime rates and the highest murder rates.",says jurisdictions strictest gun control laws almost without exception highest crime rates highest murder rates
12426,Fake,"Under Obamacare, when you turn Medicaid over to the states ... the money will be available up front for the expansion for a few years. Then, the money will go away.",obamacare turn medicaid states  money available front expansion years money go away
12427,Real,Says Republican lieutenants to House Speaker Joe Straus aired radio ads supporting Democrat(ic state Rep.) Mark Homer... helping the Democrat to a narrow win.,says republican lieutenants house speaker joe straus aired radio ads supporting democratic state rep mark homer helping democrat narrow win
12428,Fake,Says U.S. Rep. Tom Price is sending letters both supporting and opposing the small-business killing Internet Tax Mandate.,says us rep tom price sending letters supporting opposing smallbusiness killing internet tax mandate
12429,Fake,Four million women have fallen into poverty in the last six years.,four million women fallen poverty last six years
12430,Real,There is over 20 times more energy in a proposed Southside uranium mining site than there is in all the oil thats estimated to be off Virginias coast,times energy proposed southside uranium mining site oil thats estimated virginias coast
12431,Real,Candidates for governor routinely disclose their spouses tax returns.,candidates governor routinely disclose spouses tax returns
12432,Real,There have been more terrorist attacks on U.S. soil by ... Muslims in Obamas first 18 months in office than in the six years under Bush after he invaded Iraq.,terrorist attacks us soil  muslims obamas first  months office six years bush invaded iraq
12433,Fake,Obamas 2012 policy on younger immigrants created these children coming across the border.,obamas  policy younger immigrants created children coming across border
12434,Real,Says Marco Rubio has a 98 percent voting record with the Koch brothers.,says marco rubio  percent voting record koch brothers
12435,Fake,Unions dont have to comply with Obamacare.,unions dont comply obamacare
12436,Fake,Roughly 700 Georgians die needlessly each year because they are too far from a trauma center.,roughly  georgians die needlessly year far trauma center
12437,Real,"If Obama's economic plan creates 600,000 new government jobs, ""that's about the size of the post office work force.""",obamas economic plan creates  new government jobs thats size post office work force
12438,Fake,"Despite the administration telling us (health care reform) was going to reduce health care costs, they now acknowledge its going to dramatically increase health care costs.",despite administration telling us health care reform going reduce health care costs acknowledge going dramatically increase health care costs
12439,Fake,Maryland is creating jobs at 2 times the rate that Virginia is.,maryland creating jobs  times rate virginia
12440,Real,(Hillary Clintons State Department) actually admonished one of her ambassadors because he wasnt using the proper server.,hillary clintons state department actually admonished one ambassadors wasnt using proper server
12441,Fake,"Says Hillary Clinton has been saying lately that she thinks that I am, not qualifiedto be president.",says hillary clinton saying lately thinks qualifiedto president
12442,Fake,"Eric Cantor took $5 million from Sheldon Adelson, a Las Vegas casino owner.",eric cantor took  million sheldon adelson las vegas casino owner
12443,Real,"Literally, by the time a child is 18 years of age, theyve killed over 100,000 people in video games and other online things.",literally time child  years age theyve killed  people video games online things
12444,Fake,Bill McCollum voted for higher taxes and fees 42 times while he was in Congress.,bill mccollum voted higher taxes fees  times congress
12445,Real,Says Sen. Kay Hagan has missed half of the (Senate Armed Services) Committees hearings in 2014.,says sen kay hagan missed half senate armed services committees hearings
12446,Fake,"Sheldon Whitehouse [got] a secret closed-door briefing, warning of the [2008 economic] crash.",sheldon whitehouse got secret closeddoor briefing warning  economic crash
12447,Real,Says the federal government is supporting a study in Hawaii to develop a menu for when we colonize Mars.,says federal government supporting study hawaii develop menu colonize mars
12448,Real,"And by the way, when I was governor, I did make the payment into the pension fund.",way governor make payment pension fund
12449,Fake,ObamaCare enrollment lie: Obama counts an enrollee as a web user putting a plan in their online shopping carts.,obamacare enrollment lie obama counts enrollee web user putting plan online shopping carts
12450,Real,"While the government grew, we lost more than 2 million jobs.",government grew lost  million jobs
12451,Fake,Obamacare is costing 2 million jobs.,obamacare costing  million jobs
12452,Fake,Liberals have figured out a Facebook algorithm and all the people getting banned from Facebook are somehow conservatives.,liberals figured facebook algorithm people getting banned facebook somehow conservatives
12453,Real,The states overall revenues only returned this year to 2007 levels.,states overall revenues returned year  levels
12454,Fake,President Barack Obama attended an Islamic madrassa.,president barack obama attended islamic madrassa
12455,Real,2014 midterm election spending by the left and the right are both equal.,midterm election spending left right equal
12456,Fake,"The expiration of the Bush-era tax cuts ... would be the biggest tax increase in the history of the country, about $4.6 trillion over 10 years.",expiration bushera tax cuts  would biggest tax increase history country  trillion  years
12457,Real,Violent crime is up since the last year of Sharpe James administration. This year its higher. The unemployment rate is almost 15 percent. The high school dropout rate is over 50 percent.,violent crime since last year sharpe james administration year higher unemployment rate almost  percent high school dropout rate  percent
12458,Fake,I have voted every year in Wisconsin.,voted every year wisconsin
12459,Fake,"Were spending tremendous amounts of money to educate our kids. In the world, were No. 1 per pupil by a factor of four.",spending tremendous amounts money educate kids world  per pupil factor four
12460,Real,Obama has admitted a cap and trade plan would cause electricity bills to skyrocket.,obama admitted cap trade plan would cause electricity bills skyrocket
12461,Fake,Says John Cornyn dodged the draft during the Vietnam War.,says john cornyn dodged draft vietnam war
12462,Real,Baltimore spends the third highest per capita on its public schools.,baltimore spends third highest per capita public schools
12463,Real,The final pitch of Don Larsens perfect game in the 1956 World Series was a foot and half probably high and outside.,final pitch larsens perfect game  world series foot half probably high outside
12464,Fake,"The financial services bill will end ""too-big-to-fail.""",financial services bill end toobigtofail
12465,Real,"When Social Security first started, there was 16 workers for every retiree. Today there are three workers for every retiree and soon there will be only two for every retiree.",social security first started  workers every retiree today three workers every retiree soon two every retiree
12466,Real,Medicare and Medicaid are the single biggest drivers of the federal deficit and the federal debt by a huge margin.,medicare medicaid single biggest drivers federal deficit federal debt huge margin
12467,Real,"Every Republican nominee since Richard Nixon, who at one time was under an audit, has released their tax returns.",every republican nominee since richard nixon one time audit released tax returns
12468,Fake,Says abortion increases the risk of breast cancer.,says abortion increases risk breast cancer
12469,Fake,"Says a rape kit can be used to clean out women, basically like dilation and curettage.",says rape kit used clean women basically like dilation curettage
12470,Real,"In my 12 years in the House, I have watched my district go from a solidly Democratic district to a heavily solid Republican district.",years house watched district go solidly democratic district heavily solid republican district
12471,Real,"Rick Scott invested $38 million in the Port of Jacksonvilles vital Mile Point Project, which covered missing federal funds for the project.",rick scott invested  million port jacksonvilles vital mile point project covered missing federal funds project
12472,Fake,The debt is nearly $6 trillion more than when President Obama was sworn into office.,debt nearly  trillion president obama sworn office
12473,Real,"We (Georgia) collect fewer state taxes per capita than any other state although state taxes are low, Georgia is the eighth-most-dependent state on the federal government.",georgia collect fewer state taxes per capita state although state taxes low georgia eighthmostdependent state federal government
12474,Fake,"Action by the Milwaukee County Board will provide the County Executive with the same level of security as the Governor and the Mayor of Milwaukee while saving taxpayers $300,000.",action milwaukee county board provide county executive level security governor mayor milwaukee saving taxpayers
12475,Real,Says LeBron James stops paying his Social Security taxes at the beginning of the second quarter of the first game of the season.,says lebron james stops paying social security taxes beginning second quarter first game season
12476,Fake,"In Wisconsin, the stimulus paid for a bridge to a bar called Rusty's Backwater Saloon. They've got great burgers, but no new jobs.",wisconsin stimulus paid bridge bar called rustys backwater saloon theyve got great burgers new jobs
12477,Real,Says more than $3.5 billion in state revenue that is supposed to be dedicated to basic needs and functions is being diverted to make the books look balanced.,says  billion state revenue supposed dedicated basic needs functions diverted make books look balanced
12478,Fake,Bill White spent his city billions of dollars into debt (and) saw crime rates soar while he backed gun control.,bill white spent city billions dollars debt saw crime rates soar backed gun control
12479,Fake,"Blue Cross Blue Shield cancelled all their individual (health care) policies in the state of Texas, effective Dec. 31.",blue cross blue shield cancelled individual health care policies state texas effective dec
12480,Real,Recent reports state that the U.S. Customs and Border Protection has apprehended several members of known Islamist terrorist organizations crossing the southern border in recent years.,recent reports state us customs border protection apprehended several members known islamist terrorist organizations crossing southern border recent years
12481,Real,Says gas pumps in different parts of Texas are missing state inspection stickers and/or their inspections are out of date--and thats cheating consumers.,says gas pumps different parts texas missing state inspection stickers andor inspections dateand thats cheating consumers
12482,Real,Says Gov. Scott Walkers budget includes tax breaks for corporations and the rich that will cost the state of Wisconsin taxpayers $2.3 billion over the next decade.,says gov scott walkers budget includes tax breaks corporations rich cost state wisconsin taxpayers  billion next decade
12483,Real,The state budget will include scholarship money for minority students as a concession to Senate Democrats for supporting the GOP-initiated transportation bill.,state budget include scholarship money minority students concession senate democrats supporting gopinitiated transportation bill
12484,Fake,The president flagrantly defies the 2006 federal law ordering the construction of a secure border fence along the entire Mexican border.,president flagrantly defies  federal law ordering construction secure border fence along entire mexican border
12485,Fake,Corrupt political bosses. Money laundering. Fraud. Its just another day at the office for Vin Gopal.,corrupt political bosses money laundering fraud another day office vin gopal
12486,Real,"These people that we were going to deport for good reason ended up becoming citizens. Ended up becoming citizens. And it was 800. And now it turns out it might be 1,800, and they dont even know.",people going deport good reason ended becoming citizens ended becoming citizens  turns might  dont even know
12487,Real,"According to an article in the Economist magazine, Americans are guaranteed to live above the poverty line if they graduate from high school, keep their first job for over a year and get and stay married.",according article economist magazine americans guaranteed live poverty line graduate high school keep first job year get stay married
12488,Real,We (in Illinois) have the fifth-highest tax burden in the country.,illinois fifthhighest tax burden country
12489,Real,"Says the New York Giants train in New Jersey, they play in New Jersey and most of their players live in New Jersey.",says new york giants train new jersey play new jersey players live new jersey
12490,Real,"In Chicago, theyve had thousands of shootings, thousands since Jan. 1. Thousands of shootings.",chicago theyve thousands shootings thousands since jan  thousands shootings
12491,Real,"If you have a union job, youre making on average $950 a week. If you have a non-union job, youre making $750 a week.",union job youre making average  week nonunion job youre making  week
12492,Fake,We flood communities with so many guns that it is easier for a teenager to buy a Glock than get his hands on a computer or even a book.,flood communities many guns easier teenager buy glock get hands computer even book
12493,Real,Says Mitt Romney flip-flopped on a taxpayer protection pledge.,says mitt romney flipflopped taxpayer protection pledge
12494,Fake,Gerry Connolly and his fellow Democrats went on a spending spree and now their credit card is maxed out.,gerry connolly fellow democrats went spending spree credit card maxed
12495,Fake,"In the United States, 50 percent of social services are provided by the Catholic church.",united states  percent social services provided catholic church
12496,Real,"Jeff Mann has an ethics complaint against him alleging he used county workers for campaign work, which is an indictable offense.",jeff mann ethics complaint alleging used county workers campaign work indictable offense
12497,Real,Central Falls schools are overfunded by state money by as much as $8 million.,central falls schools overfunded state money much  million
12498,Real,SaysHillary (Clinton) wants to increase the number (of Syrian refugees) by 500 percent.,sayshillary clinton wants increase number syrian refugees  percent
12499,Fake,Weve used (generally accepted accounting principles) here in this building the last two years.,weve used generally accepted accounting principles building last two years
12500,Fake,Benzene has never been proven to be harmful.,benzene never proven harmful
12501,Real,Western Europeans can fly in the United States without even having a visa.,western europeans fly united states without even visa
12502,Real,"Measures in Barack Obama's health plan could ""lower health care costs for the typical family by $2,500 a year.""",measures barack obamas health plan could lower health care costs typical family  year
12503,Real,"Wisconsin is not a high tax and fee state. When you look at all the money state and local governments bring in from residents, were more in the middle.",wisconsin high tax fee state look money state local governments bring residents middle
12504,Real,Ninety percent of the topsoil has inadequate moisture to grow crops.,ninety percent topsoil inadequate moisture grow crops
12505,Fake,Women in the U.S. get 23 percent less pay than men for the same exact work.,women us get  percent less pay men exact work
12506,Fake,Says Gov. Scott Walker made draconian cuts to public safety budgets that put police officers at greater risk of harm.,says gov scott walker made draconian cuts public safety budgets put police officers greater risk harm
12507,Real,"The (ARC Tunnel) project was originally estimated to be $8.7 billion, and New Jersey alone was on the hook for all overruns.",arc tunnel project originally estimated  billion new jersey alone hook overruns
12508,Fake,"Says that in the Philippines more than a century ago, Gen. John Pershing took 50 bullets, and he dipped them in pigs blood, and shot 49 Muslim rebels. The 50th person, he said, You go back to your people, and you tell them what happened. And for 25 years, there wasnt a problem.",says philippines century ago gen john pershing took  bullets dipped pigs blood shot  muslim rebels th person said go back people tell happened  years wasnt problem
12509,Fake,On support of Gov. John Kasichs drilling tax plan,support gov john kasichs drilling tax plan
12510,Real,More than one in five of veterans aged 20 to 24 cant find a job to support their family or to ease the transition to civilian life.,one five veterans aged   cant find job support family ease transition civilian life
12511,Fake,Says the public option considered in the health care law backed by U.S. Senate candidate Tammy Baldwin was wildly unpopular.,says public option considered health care law backed us senate candidate tammy baldwin wildly unpopular
12512,Real,"Since 1981, reconciliation has been used 21 times. Most of it's been used by Republicans.",since  reconciliation used  times used republicans
12513,Real,"We admit more than 100,000 lifetime migrants from the Middle East each year.",admit  lifetime migrants middle east year
12514,Fake,"Weve seen local union after local union rush to their school boards, their city councils, their technical school boards and rush through contracts in the past two weeks that had no contributions to the pension and no contribution to health care.",weve seen local union local union rush school boards city councils technical school boards rush contracts past two weeks contributions pension contribution health care
12515,Fake,Most polls show foreign nations have lower regard for the U.S. now than they did before Obamas time.,polls show foreign nations lower regard us obamas time
12516,Real,Says Ron Paul doesnt believe in marriage licenses.,says ron paul doesnt believe marriage licenses
12517,Fake,Scott Walker supported the same transportation bill hes attacking me for. He said at the time it would save the taxpayers money.,scott walker supported transportation bill hes attacking said time would save taxpayers money
12518,Fake,In this country we have more natural gas than Saudi Arabia has oil.,country natural gas saudi arabia oil
12519,Fake,"In eighth grade math, weve fallen to ninth place.",eighth grade math weve fallen ninth place
12520,Real,"During my tenure as governor, Wisconsins overall tax burden went DOWN.",tenure governor wisconsins overall tax burden went
12521,Real,Rhode Island spends 52 percent more per capita on human service programs than the national average.,rhode island spends  percent per capita human service programs national average
12522,Fake,An analysis showed that Bernie Sanders would have won the Democratic nomination if it were not for the Super Delegates.,analysis showed bernie sanders would democratic nomination super delegates
12523,Real,Jason Carter never passed a bill in his tenure in the state Senate.,jason carter never passed bill tenure state senate
12524,Fake,Says Hillary Clinton set aside environmental and labor rules to help a South Korean company with a record of violating workers rights set up what amounts to a sweatshop in Haiti.,says hillary clinton set aside environmental labor rules help south korean company record violating workers rights set amounts sweatshop haiti
12525,Fake,Says Republican U.S. Rep. Sean Duffy voted against paying our soldiers and against increasing combat pay while voting to protect his own pay.,says republican us rep sean duffy voted paying soldiers increasing combat pay voting protect pay
12526,Real,"In Iraq and Syria, American leadership, including our military power, is stopping (the Islamic States) advance.",iraq syria american leadership including military power stopping islamic states advance
12527,Real,"McCain's attacks on Obama are 'not true,' 'false,' 'baloney,' according to media outlets.",mccains attacks obama true false baloney according media outlets
12528,Fake,Says Robert Hurt supports the tax loopholes that send American jobs overseas.,says robert hurt supports tax loopholes send american jobs overseas
12529,Fake,"The president went on a stimulus-fueled spending binge that stuck every American man, woman and child with a $50,000 share of this $16 trillion debt.",president went stimulusfueled spending binge stuck every american man woman child  share  trillion debt
12530,Real,"We moved 100 times as many people out of poverty as moved out when President (Ronald) Reagan was in office, with 40 percentmore jobs.",moved  times many people poverty moved president ronald reagan office  percentmore jobs
12531,Real,"There are no rules governing the 2016 Republican convention, the rules have not been set.",rules governing  republican convention rules set
